

 ********* 2016-09-06 10:22:44 Duration: 00:00:37 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
        26         204         788           9        131  . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.isItemInSite
         4          35         132           4        131  . . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getRelationByGUID
        20         315         606          24         66  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getAccountsForItem
        19         150         577           7        131  . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.isItemInAccount
         0           7          13           3        131  . . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getRelationByGUID
         1          30         296          17         60  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.addRelation
         1          16          31           9         66  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getObjectsByCode
         0           9          18           5         66  . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.lookup
         0           2           5           2         66  . . . . . . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
        26          84         990          21        312  . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.addRelation
        21          70         266          43        312  . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.isItemLogicalOffer
        20          66         253          40        312  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.isItemLogicalType
        15          50         150          27        312  . . . . . . . . . . . . . . . . . . cwt_do.getLogicalItemType
         0           2           6           1        312  . . . . . . . . . . . . . . . . . . . cwt_do.doConfig.getLogicalItemTypes
         0           2          51           1        312  . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getConfig
         3          50         344          40         78  . . . . . . . . . . . . . . . . cwt_do.addIncludeRelation
         2          31         322          22         78  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.addRelation
         0           3           7           3         78  . . . . . . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
         3          28          56          17        108  . . . . . . . . . . . . . . . . cwt_do.addScopeRelation
         1          15          31           8        108  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getObjectsByCode
         0           9          18           4        108  . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.lookup
         0           2           4           2        108  . . . . . . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
         2          70         144          62         36  . . . . . . . . . . . . . . . . cwt_do.addAddOnRelation
         1          28          36          25         36  . . . . . . . . . . . . . . . . . cwt_do.Constants
         0          11          17          10         36  . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getObjectsByCode
         0           6          10           5         36  . . . . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.lookup
         0           2           4           2         36  . . . . . . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
         1         314       1,416          81          6  . . . . . . . . . . . . . . . . $g$CER2.0-6.2-R25-33-38-42-47-52
         1         137       1,164          18         12  . . . . . . . . . . . . . . . . . $g$getParentProductOffering_PS_EVC
         1         103         990           9         12  . . . . . . . . . . . . . . . . . . $g$getSourceRelations
         1           9          17           6        156  . . . . . . . . . . . . . . . . cwt_do.getOwnertPO
         0          21          25          14          6  . . . . . . . . . . . . . . . . $g$mefServiceTechnology_PS_EVC
         0          12          19          10          6  . . . . . . . . . . . . . . . . $g$CER2.0-10.3-R13-002
         2         216         496         130         12  . . . . . . . . . . . . . . . $g$CER2.0-6.2-R25-33-38-42-47-52
         2         102         352          58         24  . . . . . . . . . . . . . . . . $g$getParentProductOffering_PS_EVC
         1          47         264          26         36  . . . . . . . . . . . . . . . . . $g$getSourceRelations
         0           7          23           5         84  . . . . . . . . . . . . . . . . . . $g$getItemById
         0           7          11           6         24  . . . . . . . . . . . . . . . . . $g$getItemById
         2         133         212         121         18  . . . . . . . . . . . . . . . $g$RS_CeVlanIdEvcMap_evcID
         2         122         195         111         18  . . . . . . . . . . . . . . . . $g$getParent
         1          35          57          30         36  . . . . . . . . . . . . . . . . . $g$getSourceRelations
         0           7          12           5         72  . . . . . . . . . . . . . . . . . . $g$getItemById
         0           7          13           6         36  . . . . . . . . . . . . . . . . . $g$getItemById
         2         125         229         114         18  . . . . . . . . . . . . . . . $g$RS_CeVlanIdEvcMap_listOfCeVlanId
         2         116         213         105         18  . . . . . . . . . . . . . . . . $g$getParent
         1          33          61          29         36  . . . . . . . . . . . . . . . . . $g$getSourceRelations
         0           6          12           5         72  . . . . . . . . . . . . . . . . . . $g$getItemById
         0           7          14           6         36  . . . . . . . . . . . . . . . . . $g$getItemById
         1         103         111          94         18  . . . . . . . . . . . . . . . $g$dvr_rsUni_uniID
         1          93         102          86         18  . . . . . . . . . . . . . . . . $g$getParent
         1          57          67          51         18  . . . . . . . . . . . . . . . . . $g$getSourceRelations
         0          12          24           8         36  . . . . . . . . . . . . . . . . . . $g$getItemById
         0           7           8           7         18  . . . . . . . . . . . . . . . . . $g$getItemById
         1          73         103          68         18  . . . . . . . . . . . . . . . $g$dvr_rsUni_maxVc
         1          65          92          60         18  . . . . . . . . . . . . . . . . $g$getParent
         0          36          58          33         18  . . . . . . . . . . . . . . . . . $g$getSourceRelations
         0           7          12           6         36  . . . . . . . . . . . . . . . . . . $g$getItemById
         0           7          18           6         18  . . . . . . . . . . . . . . . . . $g$getItemById
         0          75         102          63          6  . . . . . . . . . . . . . . . $g$CER2.0-6.2-R30-40-50
         0          67          89          57          6  . . . . . . . . . . . . . . . . $g$getParentProductOffering_PS_EVC
         0          37          51          30          6  . . . . . . . . . . . . . . . . . $g$getSourceRelations
         0           7          14           6         12  . . . . . . . . . . . . . . . . . . $g$getItemById
         0           6           7           6          6  . . . . . . . . . . . . . . . . . $g$getItemById
         0          69          81          64          6  . . . . . . . . . . . . . . . $g$CER2.0-6.2-R29-39-49
         0          62          72          58          6  . . . . . . . . . . . . . . . . $g$getParentProductOffering_PS_EVC
         0          33          39          30          6  . . . . . . . . . . . . . . . . . $g$getSourceRelations
         0           6           7           6         12  . . . . . . . . . . . . . . . . . . $g$getItemById
         0           6           7           6          6  . . . . . . . . . . . . . . . . . $g$getItemById
         0           7           8           7         18  . . . . . . . . . . . . . . . $g$CER2.0-10.3-R64-65-67
         0           9          13           7         12  . . . . . . . . . . . . . . . $g$CER2.0-10.3-R13-002
         0          11          12          10          6  . . . . . . . . . . . . . . . $g$mefServiceTechnology_PS_EVC
         0           8          11           7          6  . . . . . . . . . . . . . . . $g$CER2.0-10.3-R07-002
         2          32          53          28         78  . . . . . . . . . . . . . . cwt_do.Constants
         1          22          59          15         78  . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getObjectById
         0           5          12           4         78  . . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getObjectByGUID
         0           7          17           6         78  . . . . . . . . . . . . . . cwt_do.new_cwt_do.dataOrder.getHelper
         6          86         128          66         78  . . . . . . . . . . . . . cwt_do.getCatalogHelper
         5          66         100          51         78  . . . . . . . . . . . . . . cwt_do.getClsInterface
         1          14          27          11         78  . . . . . . . . . . . . . cwt_do.api.orderClassUI.getAccount
         0           3          12           2         78  . . . . . . . . . . . . . . cwt_do.ClsDataOrderHelperUI.getAccounts
